track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,999.925,1034.595,-1.903,-2.658,-2.192,4.37,1.82
1,2,200,car,999.728,1034.334,-1.921,-2.658,-2.197,4.37,1.82
1,3,300,car,999.53,1034.073,-1.945,-2.662,-2.202,4.37,1.82
1,4,400,car,999.328,1033.812,-1.975,-2.671,-2.207,4.37,1.82
1,5,500,car,999.123,1033.551,-2.01,-2.684,-2.214,4.37,1.82
1,6,600,car,998.914,1033.288,-2.048,-2.698,-2.22,4.37,1.82
1,7,700,car,998.701,1033.025,-2.09,-2.713,-2.227,4.37,1.82
1,8,800,car,998.482,1032.761,-2.134,-2.727,-2.235,4.37,1.82
1,9,900,car,998.259,1032.495,-2.18,-2.739,-2.243,4.37,1.82
1,10,1000,car,998.03,1032.23,-2.226,-2.748,-2.252,4.37,1.82
1,11,1100,car,997.797,1031.963,-2.273,-2.753,-2.261,4.37,1.82
1,12,1200,car,997.558,1031.697,-2.32,-2.754,-2.271,4.37,1.82
1,13,1300,car,997.313,1031.432,-2.366,-2.75,-2.281,4.37,1.82
1,14,1400,car,997.064,1031.167,-2.412,-2.743,-2.292,4.37,1.82
1,15,1500,car,996.81,1030.903,-2.458,-2.732,-2.303,4.37,1.82
1,16,1600,car,996.55,1030.642,-2.504,-2.719,-2.315,4.37,1.82
1,17,1700,car,996.286,1030.382,-2.55,-2.703,-2.327,4.37,1.82
1,18,1800,car,996.018,1030.124,-2.596,-2.687,-2.339,4.37,1.82
1,19,1900,car,995.745,1029.868,-2.643,-2.67,-2.351,4.37,1.82
1,20,2000,car,995.467,1029.614,-2.691,-2.653,-2.363,4.37,1.82
1,21,2100,car,995.185,1029.362,-2.74,-2.637,-2.375,4.37,1.82
1,22,2200,car,994.899,1029.112,-2.789,-2.621,-2.387,4.37,1.82
1,23,2300,car,994.608,1028.863,-2.838,-2.605,-2.399,4.37,1.82
1,24,2400,car,994.313,1028.616,-2.886,-2.591,-2.41,4.37,1.82
1,25,2500,car,994.014,1028.369,-2.933,-2.577,-2.421,4.37,1.82
1,26,2600,car,993.71,1028.123,-2.98,-2.564,-2.431,4.37,1.82
1,27,2700,car,993.403,1027.878,-3.025,-2.552,-2.441,4.37,1.82
1,28,2800,car,993.092,1027.634,-3.068,-2.542,-2.45,4.37,1.82
1,29,2900,car,992.776,1027.389,-3.11,-2.534,-2.458,4.37,1.82
1,30,3000,car,992.458,1027.145,-3.151,-2.528,-2.465,4.37,1.82
1,31,3100,car,992.136,1026.9,-3.189,-2.524,-2.472,4.37,1.82
1,32,3200,car,991.811,1026.655,-3.226,-2.523,-2.478,4.37,1.82
1,33,3300,car,991.483,1026.408,-3.259,-2.523,-2.483,4.37,1.82
1,34,3400,car,991.153,1026.161,-3.29,-2.525,-2.487,4.37,1.82
1,35,3500,car,990.82,1025.912,-3.319,-2.53,-2.49,4.37,1.82
1,36,3600,car,990.485,1025.662,-3.343,-2.536,-2.493,4.37,1.82
1,37,3700,car,990.149,1025.41,-3.365,-2.544,-2.494,4.37,1.82
1,38,3800,car,989.811,1025.156,-3.383,-2.554,-2.495,4.37,1.82
1,39,3900,car,989.472,1024.9,-3.397,-2.566,-2.495,4.37,1.82
1,40,4000,car,989.133,1024.642,-3.407,-2.578,-2.494,4.37,1.82
1,41,4100,car,988.793,1024.382,-3.413,-2.591,-2.492,4.37,1.82
1,42,4200,car,988.453,1024.12,-3.415,-2.604,-2.49,4.37,1.82
1,43,4300,car,988.114,1023.856,-3.412,-2.618,-2.487,4.37,1.82
1,44,4400,car,987.775,1023.59,-3.405,-2.631,-2.484,4.37,1.82
1,45,4500,car,987.438,1023.322,-3.395,-2.644,-2.48,4.37,1.82
1,46,4600,car,987.103,1023.052,-3.381,-2.657,-2.476,4.37,1.82
1,47,4700,car,986.769,1022.781,-3.364,-2.669,-2.471,4.37,1.82
1,48,4800,car,986.437,1022.508,-3.344,-2.68,-2.466,4.37,1.82
1,49,4900,car,986.107,1022.233,-3.322,-2.69,-2.461,4.37,1.82
1,50,5000,car,985.78,1021.958,-3.299,-2.7,-2.456,4.37,1.82
1,51,5100,car,985.455,1021.682,-3.275,-2.709,-2.45,4.37,1.82
1,52,5200,car,985.133,1021.405,-3.251,-2.718,-2.445,4.37,1.82
1,53,5300,car,984.813,1021.127,-3.228,-2.726,-2.44,4.37,1.82
1,54,5400,car,984.495,1020.849,-3.205,-2.733,-2.435,4.37,1.82
1,55,5500,car,984.179,1020.57,-3.183,-2.74,-2.431,4.37,1.82
1,56,5600,car,983.865,1020.291,-3.162,-2.745,-2.427,4.37,1.82
1,57,5700,car,983.552,1020.012,-3.143,-2.749,-2.423,4.37,1.82
1,58,5800,car,983.241,1019.734,-3.124,-2.75,-2.42,4.37,1.82
1,59,5900,car,982.932,1019.456,-3.107,-2.749,-2.417,4.37,1.82
1,60,6000,car,982.623,1019.179,-3.09,-2.745,-2.415,4.37,1.82
1,61,6100,car,982.315,1018.903,-3.073,-2.736,-2.414,4.37,1.82
1,62,6200,car,982.008,1018.629,-3.056,-2.724,-2.414,4.37,1.82
1,63,6300,car,981.702,1018.357,-3.039,-2.706,-2.414,4.37,1.82
1,64,6400,car,981.396,1018.088,-3.021,-2.682,-2.416,4.37,1.82
1,65,6500,car,981.091,1017.822,-3.002,-2.652,-2.418,4.37,1.82
1,66,6600,car,980.787,1017.561,-2.981,-2.615,-2.422,4.37,1.82
1,67,6700,car,980.484,1017.305,-2.959,-2.571,-2.426,4.37,1.82
1,68,6800,car,980.182,1017.054,-2.934,-2.52,-2.432,4.37,1.82
1,69,6900,car,979.881,1016.81,-2.907,-2.462,-2.439,4.37,1.82
1,70,7000,car,979.582,1016.574,-2.877,-2.397,-2.447,4.37,1.82
1,71,7100,car,979.284,1016.345,-2.845,-2.327,-2.456,4.37,1.82
1,72,7200,car,978.989,1016.124,-2.811,-2.252,-2.466,4.37,1.82
1,73,7300,car,978.696,1015.913,-2.774,-2.172,-2.477,4.37,1.82
1,74,7400,car,978.406,1015.71,-2.736,-2.089,-2.489,4.37,1.82
1,75,7500,car,978.119,1015.518,-2.695,-2.003,-2.502,4.37,1.82
1,76,7600,car,977.836,1015.335,-2.654,-1.916,-2.516,4.37,1.82
1,77,7700,car,977.557,1015.162,-2.611,-1.829,-2.531,4.37,1.82
1,78,7800,car,977.281,1014.998,-2.569,-1.742,-2.546,4.37,1.82
1,79,7900,car,977.01,1014.844,-2.526,-1.657,-2.561,4.37,1.82
1,80,8000,car,976.743,1014.7,-2.485,-1.574,-2.577,4.37,1.82
1,81,8100,car,976.48,1014.564,-2.446,-1.495,-2.593,4.37,1.82
1,82,8200,car,976.222,1014.437,-2.409,-1.419,-2.609,4.37,1.82
1,83,8300,car,975.967,1014.318,-2.374,-1.346,-2.626,4.37,1.82
1,84,8400,car,975.717,1014.207,-2.342,-1.277,-2.642,4.37,1.82
1,85,8500,car,975.471,1014.102,-2.311,-1.211,-2.659,4.37,1.82
1,86,8600,car,975.228,1014.004,-2.28,-1.148,-2.675,4.37,1.82
1,87,8700,car,974.989,1013.913,-2.248,-1.086,-2.692,4.37,1.82
1,88,8800,car,974.753,1013.828,-2.213,-1.025,-2.708,4.37,1.82
1,89,8900,car,974.522,1013.748,-2.173,-0.965,-2.724,4.37,1.82
1,90,9000,car,974.296,1013.675,-2.127,-0.904,-2.74,4.37,1.82
1,91,9100,car,974.074,1013.607,-2.072,-0.843,-2.755,4.37,1.82
1,92,9200,car,973.859,1013.545,-2.008,-0.782,-2.77,4.37,1.82
1,93,9300,car,973.651,1013.489,-1.934,-0.721,-2.785,4.37,1.82
1,94,9400,car,973.451,1013.438,-1.848,-0.659,-2.799,4.37,1.82
1,95,9500,car,973.26,1013.392,-1.75,-0.598,-2.812,4.37,1.82
1,96,9600,car,973.08,1013.351,-1.642,-0.538,-2.825,4.37,1.82
1,97,9700,car,972.911,1013.315,-1.523,-0.479,-2.837,4.37,1.82
1,98,9800,car,972.754,1013.284,-1.397,-0.423,-2.848,4.37,1.82
1,99,9900,car,972.611,1013.256,-1.264,-0.369,-2.858,4.37,1.82
1,100,10000,car,972.481,1013.233,-1.127,-0.318,-2.866,4.37,1.82
1,101,10100,car,972.366,1013.213,-0.991,-0.271,-2.874,4.37,1.82
1,102,10200,car,972.265,1013.196,-0.858,-0.228,-2.881,4.37,1.82
1,103,10300,car,972.177,1013.182,-0.731,-0.19,-2.887,4.37,1.82
1,104,10400,car,972.102,1013.17,-0.615,-0.157,-2.892,4.37,1.82
1,105,10500,car,972.04,1013.161,-0.511,-0.128,-2.896,4.37,1.82
1,106,10600,car,971.987,1013.153,-0.42,-0.104,-2.9,4.37,1.82
1,107,10700,car,971.945,1013.147,-0.343,-0.084,-2.902,4.37,1.82
1,108,10800,car,971.91,1013.141,-0.276,-0.067,-2.905,4.37,1.82
1,109,10900,car,971.882,1013.137,-0.213,-0.051,-2.906,4.37,1.82
1,110,11000,car,971.844,1013.132,0,0,-2.908,4.37,1.82
1,111,11100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,112,11200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,113,11300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,114,11400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,115,11500,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,116,11600,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,117,11700,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,118,11800,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,119,11900,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,120,12000,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,121,12100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,122,12200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,123,12300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,124,12400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,125,12500,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,126,12600,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,127,12700,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,128,12800,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,129,12900,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,130,13000,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,131,13100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,132,13200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,133,13300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,134,13400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,135,13500,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,136,13600,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,137,13700,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,138,13800,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,139,13900,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,140,14000,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,141,14100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,142,14200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,143,14300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,144,14400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,145,14500,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,146,14600,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,147,14700,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,148,14800,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,149,14900,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,150,15000,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,151,15100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,152,15200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,153,15300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,154,15400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,155,15500,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,156,15600,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,157,15700,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,158,15800,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,159,15900,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,160,16000,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,161,16100,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,162,16200,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,163,16300,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,164,16400,car,971.844,1013.132,0,0,-2.909,4.37,1.82
1,165,16500,car,971.844,1013.132,0,0,-2.91,4.37,1.82
1,166,16600,car,971.806,1013.126,-0.188,-0.044,-2.911,4.37,1.82
1,167,16700,car,971.787,1013.124,-0.216,-0.05,-2.912,4.37,1.82
1,168,16800,car,971.765,1013.121,-0.234,-0.054,-2.914,4.37,1.82
1,169,16900,car,971.741,1013.117,-0.248,-0.057,-2.915,4.37,1.82
1,170,17000,car,971.716,1013.113,-0.262,-0.06,-2.916,4.37,1.82
1,171,17100,car,971.69,1013.109,-0.275,-0.063,-2.917,4.37,1.82
1,172,17200,car,971.662,1013.104,-0.289,-0.066,-2.918,4.37,1.82
1,173,17300,car,971.633,1013.1,-0.302,-0.068,-2.92,4.37,1.82
1,174,17400,car,971.602,1013.095,-0.314,-0.07,-2.921,4.37,1.82
1,175,17500,car,971.57,1013.09,-0.325,-0.072,-2.922,4.37,1.82
1,176,17600,car,971.537,1013.085,-0.332,-0.074,-2.924,4.37,1.82
1,177,17700,car,971.504,1013.08,-0.337,-0.074,-2.925,4.37,1.82
1,178,17800,car,971.469,1013.075,-0.337,-0.074,-2.927,4.37,1.82
1,179,17900,car,971.435,1013.069,-0.334,-0.072,-2.928,4.37,1.82
1,180,18000,car,971.402,1013.064,-0.326,-0.07,-2.929,4.37,1.82
1,181,18100,car,971.369,1013.059,-0.315,-0.068,-2.931,4.37,1.82
1,182,18200,car,971.337,1013.054,-0.303,-0.065,-2.932,4.37,1.82
1,183,18300,car,971.306,1013.049,-0.291,-0.062,-2.933,4.37,1.82
1,184,18400,car,971.277,1013.044,-0.283,-0.06,-2.934,4.37,1.82
1,185,18500,car,971.248,1013.04,-0.281,-0.059,-2.935,4.37,1.82
1,186,18600,car,971.22,1013.036,-0.29,-0.06,-2.936,4.37,1.82
1,187,18700,car,971.19,1013.031,-0.311,-0.065,-2.937,4.37,1.82
1,188,18800,car,971.159,1013.026,-0.345,-0.071,-2.938,4.37,1.82
1,189,18900,car,971.124,1013.021,-0.386,-0.079,-2.939,4.37,1.82
1,190,19000,car,971.085,1013.015,-0.42,-0.086,-2.941,4.37,1.82
1,191,19100,car,971.043,1013.009,-0.422,-0.085,-2.942,4.37,1.82
1,192,19200,car,971,1013.003,-0.351,-0.07,-2.944,4.37,1.82
1,193,19300,car,970.965,1012.998,-0.256,-0.051,-2.945,4.37,1.82
1,194,19400,car,970.939,1012.993,-0.166,-0.033,-2.946,4.37,1.82
1,195,19500,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,196,19600,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,197,19700,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,198,19800,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,199,19900,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,200,20000,car,970.925,1012.991,0,0,-2.946,4.37,1.82
1,201,20100,car,970.925,1012.991,0,0,-2.946,4.37,1.82
