track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1019.762,982.334,4.423,3.55,0.676,11.07,2.6
1,2,200,car,1020.213,982.679,4.442,3.524,0.671,11.07,2.6
1,3,300,car,1020.666,983.02,4.457,3.491,0.664,11.07,2.6
1,4,400,car,1021.12,983.357,4.467,3.45,0.658,11.07,2.6
1,5,500,car,1021.577,983.689,4.472,3.402,0.65,11.07,2.6
1,6,600,car,1022.034,984.016,4.472,3.348,0.643,11.07,2.6
1,7,700,car,1022.492,984.336,4.469,3.289,0.634,11.07,2.6
1,8,800,car,1022.95,984.649,4.464,3.225,0.626,11.07,2.6
1,9,900,car,1023.408,984.955,4.458,3.159,0.616,11.07,2.6
1,10,1000,car,1023.866,985.253,4.451,3.09,0.607,11.07,2.6
1,11,1100,car,1024.325,985.544,4.445,3.018,0.597,11.07,2.6
1,12,1200,car,1024.783,985.826,4.439,2.946,0.586,11.07,2.6
1,13,1300,car,1025.24,986.1,4.435,2.872,0.575,11.07,2.6
1,14,1400,car,1025.698,986.365,4.434,2.798,0.563,11.07,2.6
1,15,1500,car,1026.156,986.622,4.435,2.724,0.551,11.07,2.6
1,16,1600,car,1026.615,986.871,4.44,2.65,0.538,11.07,2.6
1,17,1700,car,1027.074,987.11,4.449,2.577,0.525,11.07,2.6
1,18,1800,car,1027.533,987.342,4.462,2.505,0.512,11.07,2.6
1,19,1900,car,1027.995,987.565,4.48,2.434,0.498,11.07,2.6
1,20,2000,car,1028.458,987.781,4.504,2.364,0.483,11.07,2.6
1,21,2100,car,1028.923,987.988,4.533,2.295,0.469,11.07,2.6
1,22,2200,car,1029.39,988.188,4.567,2.228,0.454,11.07,2.6
1,23,2300,car,1029.861,988.38,4.607,2.162,0.439,11.07,2.6
1,24,2400,car,1030.336,988.565,4.652,2.096,0.423,11.07,2.6
1,25,2500,car,1030.814,988.743,4.699,2.03,0.408,11.07,2.6
1,26,2600,car,1031.297,988.914,4.749,1.964,0.392,11.07,2.6
1,27,2700,car,1031.784,989.078,4.798,1.896,0.376,11.07,2.6
1,28,2800,car,1032.275,989.234,4.845,1.826,0.361,11.07,2.6
1,29,2900,car,1032.771,989.383,4.888,1.754,0.345,11.07,2.6
1,30,3000,car,1033.271,989.525,4.926,1.68,0.329,11.07,2.6
1,31,3100,car,1033.774,989.66,4.957,1.603,0.313,11.07,2.6
1,32,3200,car,1034.279,989.786,4.982,1.524,0.297,11.07,2.6
1,33,3300,car,1034.786,989.905,5.0,1.444,0.281,11.07,2.6
1,34,3400,car,1035.295,990.015,5.011,1.362,0.265,11.07,2.6
1,35,3500,car,1035.804,990.118,5.018,1.279,0.25,11.07,2.6
1,36,3600,car,1036.313,990.212,5.021,1.197,0.234,11.07,2.6
1,37,3700,car,1036.822,990.298,5.023,1.115,0.218,11.07,2.6
1,38,3800,car,1037.331,990.375,5.024,1.033,0.203,11.07,2.6
1,39,3900,car,1037.839,990.445,5.027,0.953,0.187,11.07,2.6
1,40,4000,car,1038.347,990.506,5.032,0.873,0.172,11.07,2.6
1,41,4100,car,1038.855,990.56,5.042,0.795,0.156,11.07,2.6
1,42,4200,car,1039.363,990.605,5.056,0.718,0.141,11.07,2.6
1,43,4300,car,1039.873,990.644,5.075,0.642,0.126,11.07,2.6
1,44,4400,car,1040.383,990.674,5.099,0.566,0.111,11.07,2.6
1,45,4500,car,1040.896,990.698,5.126,0.491,0.096,11.07,2.6
