track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,981.284,1018.604,-4.36,-5.41,-2.249,9.61,2.6
1,2,200,car,980.876,1018.042,-4.315,-5.457,-2.24,9.61,2.6
1,3,300,car,980.474,1017.473,-4.267,-5.509,-2.23,9.61,2.6
1,4,400,car,980.081,1016.898,-4.212,-5.565,-2.219,9.61,2.6
1,5,500,car,979.695,1016.316,-4.151,-5.624,-2.207,9.61,2.6
1,6,600,car,979.319,1015.727,-4.084,-5.683,-2.194,9.61,2.6
1,7,700,car,978.952,1015.13,-4.009,-5.744,-2.18,9.61,2.6
1,8,800,car,978.595,1014.525,-3.927,-5.806,-2.166,9.61,2.6
1,9,900,car,978.25,1013.913,-3.839,-5.869,-2.15,9.61,2.6
1,10,1000,car,977.916,1013.294,-3.743,-5.933,-2.134,9.61,2.6
1,11,1100,car,977.596,1012.667,-3.64,-5.998,-2.116,9.61,2.6
1,12,1200,car,977.289,1012.033,-3.531,-6.065,-2.098,9.61,2.6
1,13,1300,car,976.996,1011.392,-3.416,-6.132,-2.079,9.61,2.6
1,14,1400,car,976.718,1010.744,-3.295,-6.2,-2.059,9.61,2.6
1,15,1500,car,976.456,1010.09,-3.167,-6.267,-2.039,9.61,2.6
1,16,1600,car,976.21,1009.431,-3.033,-6.332,-2.017,9.61,2.6
1,17,1700,car,975.98,1008.765,-2.892,-6.394,-1.996,9.61,2.6
1,18,1800,car,975.767,1008.095,-2.745,-6.45,-1.973,9.61,2.6
1,19,1900,car,975.572,1007.421,-2.592,-6.501,-1.95,9.61,2.6
1,20,2000,car,975.394,1006.743,-2.433,-6.544,-1.927,9.61,2.6
1,21,2100,car,975.234,1006.063,-2.269,-6.58,-1.903,9.61,2.6
1,22,2200,car,975.093,1005.381,-2.101,-6.607,-1.879,9.61,2.6
1,23,2300,car,974.97,1004.698,-1.93,-6.626,-1.854,9.61,2.6
1,24,2400,car,974.865,1004.016,-1.757,-6.637,-1.83,9.61,2.6
1,25,2500,car,974.779,1003.335,-1.582,-6.64,-1.805,9.61,2.6
1,26,2600,car,974.711,1002.655,-1.407,-6.636,-1.78,9.61,2.6
1,27,2700,car,974.662,1001.979,-1.231,-6.625,-1.755,9.61,2.6
1,28,2800,car,974.631,1001.305,-1.056,-6.608,-1.729,9.61,2.6
1,29,2900,car,974.618,1000.636,-0.882,-6.585,-1.704,9.61,2.6
1,30,3000,car,974.623,999.972,-0.709,-6.558,-1.678,9.61,2.6
1,31,3100,car,974.645,999.312,-0.538,-6.525,-1.653,9.61,2.6
1,32,3200,car,974.685,998.659,-0.369,-6.49,-1.628,9.61,2.6
1,33,3300,car,974.741,998.011,-0.203,-6.452,-1.602,9.61,2.6
1,34,3400,car,974.814,997.37,-0.039,-6.412,-1.577,9.61,2.6
1,35,3500,car,974.902,996.734,0.122,-6.372,-1.552,9.61,2.6
1,36,3600,car,975.006,996.106,0.28,-6.332,-1.527,9.61,2.6
1,37,3700,car,975.125,995.483,0.435,-6.292,-1.502,9.61,2.6
1,38,3800,car,975.258,994.866,0.588,-6.253,-1.477,9.61,2.6
1,39,3900,car,975.405,994.256,0.738,-6.215,-1.453,9.61,2.6
1,40,4000,car,975.566,993.651,0.885,-6.176,-1.428,9.61,2.6
1,41,4100,car,975.741,993.052,1.029,-6.136,-1.405,9.61,2.6
1,42,4200,car,975.927,992.458,1.171,-6.096,-1.381,9.61,2.6
1,43,4300,car,976.127,991.871,1.309,-6.054,-1.358,9.61,2.6
1,44,4400,car,976.339,991.288,1.445,-6.012,-1.335,9.61,2.6
1,45,4500,car,976.562,990.712,1.578,-5.968,-1.312,9.61,2.6
1,46,4600,car,976.797,990.141,1.708,-5.924,-1.29,9.61,2.6
1,47,4700,car,977.043,989.575,1.835,-5.88,-1.268,9.61,2.6
1,48,4800,car,977.301,989.016,1.96,-5.835,-1.247,9.61,2.6
1,49,4900,car,977.569,988.461,2.084,-5.791,-1.225,9.61,2.6
1,50,5000,car,977.848,987.913,2.205,-5.746,-1.204,9.61,2.6
1,51,5100,car,978.139,987.37,2.326,-5.701,-1.183,9.61,2.6
1,52,5200,car,978.44,986.833,2.445,-5.656,-1.163,9.61,2.6
1,53,5300,car,978.752,986.301,2.564,-5.61,-1.142,9.61,2.6
1,54,5400,car,979.074,985.775,2.682,-5.564,-1.122,9.61,2.6
1,55,5500,car,979.408,985.256,2.801,-5.517,-1.101,9.61,2.6
1,56,5600,car,979.753,984.742,2.919,-5.47,-1.081,9.61,2.6
1,57,5700,car,980.11,984.235,3.039,-5.422,-1.06,9.61,2.6
1,58,5800,car,980.477,983.733,3.159,-5.373,-1.039,9.61,2.6
1,59,5900,car,980.857,983.239,3.281,-5.323,-1.018,9.61,2.6
1,60,6000,car,981.248,982.751,3.405,-5.271,-0.997,9.61,2.6
1,61,6100,car,981.652,982.271,3.53,-5.217,-0.976,9.61,2.6
1,62,6200,car,982.067,981.798,3.656,-5.16,-0.954,9.61,2.6
1,63,6300,car,982.496,981.332,3.784,-5.098,-0.932,9.61,2.6
1,64,6400,car,982.937,980.876,3.913,-5.032,-0.91,9.61,2.6
1,65,6500,car,983.391,980.428,4.041,-4.96,-0.887,9.61,2.6
1,66,6600,car,983.857,979.99,4.17,-4.881,-0.864,9.61,2.6
1,67,6700,car,984.336,979.563,4.298,-4.796,-0.84,9.61,2.6
1,68,6800,car,984.828,979.147,4.425,-4.703,-0.816,9.61,2.6
1,69,6900,car,985.333,978.744,4.551,-4.602,-0.791,9.61,2.6
1,70,7000,car,985.849,978.353,4.676,-4.494,-0.766,9.61,2.6
1,71,7100,car,986.378,977.977,4.799,-4.378,-0.74,9.61,2.6
1,72,7200,car,986.918,977.616,4.921,-4.254,-0.713,9.61,2.6
1,73,7300,car,987.47,977.271,5.041,-4.124,-0.686,9.61,2.6
1,74,7400,car,988.033,976.942,5.16,-3.987,-0.658,9.61,2.6
